date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:23	708706/708706	---M--	200	added ('OK')	image/svg+xml	etag:%22ad062-5bafb5b5bc15a%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-brands-400.svg	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-brands-400.svg	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:24	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5bafb5b5f47b2%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.eot	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.eot	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:24	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5bafb5b5f47b2%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.eot?	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:24	13576/13576	---M--	200	added ('OK')	text/html	etag:%223508-5bafb5b62c252%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.woff2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.html	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:24	16800/16800	---M--	200	added ('OK')	text/html	etag:%2241a0-5bafb5b62399a%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.woff	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-401.html	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:25	34092/34092	---M--	200	added ('OK')	text/html	etag:%22852c-5bafb5b60c682%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.ttf	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-402.html	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:25	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%22233c2-5bafb5b614382%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.svg	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-regular-400.svg	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:25	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5bafb5b6477d2%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.eot	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.eot	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:25	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f612-5bafb5b6477d2%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.eot?	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:25	76084/76084	---M--	200	added ('OK')	text/html	etag:%2212934-5bafb5b68b5c2%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.woff2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.html	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:26	98996/98996	---M--	200	added ('OK')	text/html	etag:%22182b4-5bafb5b68a622%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.woff	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-901.html	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:26	193780/193780	---M--	200	added ('OK')	text/html	etag:%222f4f4-5bafb5b66ecba%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.ttf	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-902.html	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:26	849145/849145	---M--	200	added ('OK')	image/svg+xml	etag:%22cf4f9-5bafb5b665462%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.svg	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/webfonts/fa-solid-900.svg	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/gutentor/assets/library/fontawesome/css/all.min.css?ver=5.12.0)
18:02:27	847/847	---M--	200	added ('OK')	image/gif	etag:%2234f-5bafb5589a882%22	https://apresentacao.pegaocardapio.com.br/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/plugins/contact-form-7/assets/ajax-loader.gif	(from https://apresentacao.pegaocardapio.com.br/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3.2)
18:02:27	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Apr%202023%2021:02:27%20GMT	https://falacoxinha.pegaocardapio.com.br/wp-content/uploads/2021/02/asdsa.png	C:/Meus%20Sites/Plataforma/falacoxinha.pegaocardapio.com.br/wp-content/uploads/2021/02/asdsa.4a.delayed	(from https://apresentacao.pegaocardapio.com.br/wp-content/uploads/cosmoswp/dynamic-style.css)
18:02:28	2140/2140	---MCZ	200	added ('OK')	application/json	date:Mon,%2010%20Apr%202023%2021:02:28%20GMT	https://apresentacao.pegaocardapio.com.br/wp-json/wp/v2/pages/6	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-json/wp/v2/pages/6.json	(from https://apresentacao.pegaocardapio.com.br/acompanhamento_pedido/)
18:02:30	2599/2599	---MCZ	200	added ('OK')	application/json	date:Mon,%2010%20Apr%202023%2021:02:28%20GMT	https://apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Facompanhamento_pedido%2F	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embedee07.json	(from https://apresentacao.pegaocardapio.com.br/acompanhamento_pedido/)
18:02:30	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Apr%202023%2021:02:28%20GMT	https://apresentacao.pegaocardapio.com.br/?p=6	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/index42dc.html	(from https://apresentacao.pegaocardapio.com.br/acompanhamento_pedido/)
18:02:31	2669/2669	---MCZ	200	added ('OK')	text/xml	date:Mon,%2010%20Apr%202023%2021:02:30%20GMT	https://apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Facompanhamento_pedido%2F&format=xml	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed0bb6	(from https://apresentacao.pegaocardapio.com.br/acompanhamento_pedido/)
18:02:33	9637/9637	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Apr%202023%2021:02:31%20GMT	https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-logina6ab.html	(from https://apresentacao.pegaocardapio.com.br/wp-admin/)
18:02:34	1692/1692	---MCZ	200	added ('OK')	application/json	date:Mon,%2010%20Apr%202023%2021:02:33%20GMT	https://apresentacao.pegaocardapio.com.br/wp-json/wp/v2/pages/7	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-json/wp/v2/pages/7.json	(from https://apresentacao.pegaocardapio.com.br/pedidos/)
18:02:35	2520/2520	---MCZ	200	added ('OK')	application/json	date:Mon,%2010%20Apr%202023%2021:02:34%20GMT	https://apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fpedidos%2F	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed9db5.json	(from https://apresentacao.pegaocardapio.com.br/pedidos/)
18:02:35	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Apr%202023%2021:02:34%20GMT	https://apresentacao.pegaocardapio.com.br/?p=7	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/indexc4f7.html	(from https://apresentacao.pegaocardapio.com.br/pedidos/)
18:02:37	2590/2590	---MCZ	200	added ('OK')	text/xml	date:Mon,%2010%20Apr%202023%2021:02:35%20GMT	https://apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fpedidos%2F&format=xml	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-json/oembed/1.0/embed8ad3	(from https://apresentacao.pegaocardapio.com.br/pedidos/)
18:02:37	0/0	---M--	451	error ('Unknown%20error')	text/html	date:Mon,%2010%20Apr%202023%2021:02:36%20GMT	https://printjs-4de6.kxcdn.com/print.min.js?ver=1.8.6	C:/Meus%20Sites/Plataforma/printjs-4de6.kxcdn.com/print.min10f0.js	(from https://apresentacao.pegaocardapio.com.br/)
18:02:37	59016/59016	---M--	200	added ('OK')	text/css	etag:%22e688-5bffcfd64a234%22	https://apresentacao.pegaocardapio.com.br/wp-includes/css/dashicons.min.css?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/css/dashicons.minae48.css	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:37	5854/5854	---M--	200	added ('OK')	text/css	etag:%2216de-5bd25a9e85a3e%22	https://apresentacao.pegaocardapio.com.br/wp-includes/css/buttons.min.css?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/css/buttons.minae48.css	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:37	26495/26495	---M--	200	added ('OK')	text/css	etag:%22677f-5f88922851a39%22	https://apresentacao.pegaocardapio.com.br/wp-admin/css/forms.min.css?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/css/forms.minae48.css	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:38	2477/2477	---M--	200	added ('OK')	text/css	etag:%229ad-5bafb531cdea2%22	https://apresentacao.pegaocardapio.com.br/wp-admin/css/l10n.min.css?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/css/l10n.minae48.css	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:38	6315/6315	---M--	200	added ('OK')	text/css	etag:%2218ab-5d7779bb2e71d%22	https://apresentacao.pegaocardapio.com.br/wp-admin/css/login.min.css?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/css/login.minae48.css	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:38	99353/99353	---M--	200	added ('OK')	image/png	etag:%2218419-5bafbace561ca%22	https://apresentacao.pegaocardapio.com.br/wp-content/uploads/2021/02/logo2.png	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-content/uploads/2021/02/logo2.png	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:39	4311/4311	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Apr%202023%2021:02:38%20GMT	https://apresentacao.pegaocardapio.com.br/wp-login.php?action=lostpassword	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-loginc2b6.html	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:39	351/351	---M--	200	added ('OK')	application/javascript	etag:%2215f-5bd25a9ec329e%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/zxcvbn-async.min5152.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:39	8171/8171	---M--	200	added ('OK')	application/javascript	etag:%221feb-5f8892294ba39%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:39	6607/6607	---M--	200	added ('OK')	application/javascript	etag:%2219cf-5f88922949711%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.11	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min8fa4.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:39	17823/17823	---M--	200	added ('OK')	application/javascript	etag:%22459f-5ec8dd2dbeb21%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:40	4910/4910	---M--	200	added ('OK')	application/javascript	etag:%22132e-5e0fd03726509%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/dist/hooks.min6c65.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:40	10230/10230	---M--	200	added ('OK')	application/javascript	etag:%2227f6-5ec8dd2dd0849%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/dist/i18n.mine57b.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:40	1123/1123	---M--	200	added ('OK')	application/javascript	etag:%22463-5bd25a9e45ace%22	https://apresentacao.pegaocardapio.com.br/wp-admin/js/password-strength-meter.min.js?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/js/password-strength-meter.minae48.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:41	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5ec8dd2e011a1%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/underscore.mind584.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:41	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5ec8dd2e01589%22	https://apresentacao.pegaocardapio.com.br/wp-includes/js/wp-util.min.js?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/js/wp-util.minae48.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:41	6187/6187	---M--	200	added ('OK')	application/javascript	etag:%22182b-5f889228750a1%22	https://apresentacao.pegaocardapio.com.br/wp-admin/js/user-profile.min.js?ver=6.2	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/js/user-profile.minae48.js	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?redirect_to=https%3A%2F%2Fapresentacao.pegaocardapio.com.br%2Fwp-admin%2F%26reauth=1)
18:02:42	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-5bafb5e9eee0a%22	https://apresentacao.pegaocardapio.com.br/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/fonts/dashicons7d4b.eot	(from https://apresentacao.pegaocardapio.com.br/wp-includes/css/dashicons.min.css?ver=6.2)
18:02:42	56392/56392	---M--	200	added ('OK')	text/html	etag:%22dc48-5bafb5ea0b712%22	https://apresentacao.pegaocardapio.com.br/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-includes/fonts/dashicons7d4b.html	(from https://apresentacao.pegaocardapio.com.br/wp-includes/css/dashicons.min.css?ver=6.2)
18:02:42	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5bafb53668dea%22	https://apresentacao.pegaocardapio.com.br/wp-admin/images/loading.gif	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/images/loading.gif	(from https://apresentacao.pegaocardapio.com.br/wp-admin/css/forms.min.css?ver=6.2)
18:02:42	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-5bafb5379a4a2%22	https://apresentacao.pegaocardapio.com.br/wp-admin/images/w-logo-blue.png?ver=20131202	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/images/w-logo-blue7a53.png	(from https://apresentacao.pegaocardapio.com.br/wp-admin/css/login.min.css?ver=6.2)
18:02:43	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-5bafb537cc182%22	https://apresentacao.pegaocardapio.com.br/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-admin/images/wordpress-logo7d6b.svg	(from https://apresentacao.pegaocardapio.com.br/wp-admin/css/login.min.css?ver=6.2)
18:02:44	9501/9501	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Apr%202023%2021:02:43%20GMT	https://apresentacao.pegaocardapio.com.br/wp-login.php	C:/Meus%20Sites/Plataforma/apresentacao.pegaocardapio.com.br/wp-login.html	(from https://apresentacao.pegaocardapio.com.br/wp-login.php?action=lostpassword)
